ID,Date,Home Team,Home Score,Away Team,Away Score
4180,2011-08-19,San Diego Padres,4,,3
4181,2011-08-20,Colorado Rockies,7,Los Angeles Dodgers,6
4182,2011-08-20,Pittsburgh Pirates,5,Cincinnati Reds,3
4183,2011-08-20,Chicago Cubs,3,St. Louis Cardinals,0
4184,2011-08-20,New York Mets,9,Milwaukee Brewers,11
4185,2011-08-20,Detroit Tigers,10,Cleveland Guardians,1
4186,2011-08-20,Houston Astros,7,San Francisco Giants,5
4187,2011-08-20,Washington Nationals,0,Philadelphia Phillies,5
4188,2011-08-20,Kansas City Royals,9,Boston Red Sox,4
4189,2011-08-20,Tampa Bay Rays,8,Seattle Mariners,0
4190,2011-08-20,Atlanta Braves,8,Arizona Diamondbacks,1
4191,2011-08-20,Chicago White Sox,3,Texas Rangers,2
4192,2011-08-20,Minnesota Twins,9,New York Yankees,4
4193,2011-08-20,San Diego Padres,14,,1
4194,2011-08-20,Los Angeles Angels,9,Baltimore Orioles,8
4195,2011-08-20,Oakland Athletics,5,Toronto Blue Jays,1
4196,2011-08-21,Detroit Tigers,8,Cleveland Guardians,7
4197,2011-08-21,New York Mets,2,Milwaukee Brewers,6
4198,2011-08-21,Pittsburgh Pirates,4,Cincinnati Reds,5
4199,2011-08-21,Washington Nationals,5,Philadelphia Phillies,4
4200,2011-08-21,Atlanta Braves,1,Arizona Diamondbacks,0
4201,2011-08-21,Tampa Bay Rays,8,Seattle Mariners,7
4202,2011-08-21,Houston Astros,4,San Francisco Giants,6
4203,2011-08-21,Kansas City Royals,1,Boston Red Sox,6
4204,2011-08-21,Chicago White Sox,10,Texas Rangers,0
4205,2011-08-21,Minnesota Twins,0,New York Yankees,3
4206,2011-08-21,Colorado Rockies,5,Los Angeles Dodgers,3
4207,2011-08-21,Los Angeles Angels,7,Baltimore Orioles,1
4208,2011-08-21,Oakland Athletics,0,Toronto Blue Jays,1
4209,2011-08-21,San Diego Padres,4,,3
4210,2011-08-21,Chicago Cubs,2,St. Louis Cardinals,6
4211,2011-08-22,Pittsburgh Pirates,1,Milwaukee Brewers,8
4212,2011-08-22,Pittsburgh Pirates,9,Milwaukee Brewers,2
4213,2011-08-22,Washington Nationals,4,Arizona Diamondbacks,1
4214,2011-08-22,Cleveland Guardians,2,Seattle Mariners,3
4215,2011-08-22,Philadelphia Phillies,10,New York Mets,0
4216,2011-08-22,Tampa Bay Rays,2,Detroit Tigers,5
4217,2011-08-22,Texas Rangers,4,Boston Red Sox,0
4218,2011-08-22,Chicago Cubs,0,Atlanta Braves,3
4219,2011-08-22,Minnesota Twins,1,Baltimore Orioles,4
4220,2011-08-22,St. Louis Cardinals,1,Los Angeles Dodgers,2
4221,2011-08-22,Colorado Rockies,9,Houston Astros,5
4222,2011-08-23,Cleveland Guardians,7,Seattle Mariners,5
4223,2011-08-23,Cleveland Guardians,7,Seattle Mariners,12
4224,2011-08-23,Washington Nationals,0,Arizona Diamondbacks,2
4225,2011-08-23,Philadelphia Phillies,9,New York Mets,4
4226,2011-08-23,New York Yankees,5,Oakland Athletics,6
4227,2011-08-23,Pittsburgh Pirates,4,Milwaukee Brewers,11
4228,2011-08-23,Toronto Blue Jays,4,Kansas City Royals,6
4229,2011-08-23,Tampa Bay Rays,1,Detroit Tigers,2
4230,2011-08-23,Texas Rangers,5,Boston Red Sox,11
4231,2011-08-23,Chicago Cubs,4,Atlanta Braves,5
4232,2011-08-23,Minnesota Twins,1,Baltimore Orioles,8
4233,2011-08-23,St. Louis Cardinals,2,Los Angeles Dodgers,13
4234,2011-08-23,Colorado Rockies,8,Houston Astros,6
4235,2011-08-23,Los Angeles Angels,5,Chicago White Sox,4
4236,2011-08-23,San Francisco Giants,5,San Diego Padres,7
4237,2011-08-24,Cleveland Guardians,2,Seattle Mariners,9
4238,2011-08-24,Pittsburgh Pirates,2,Milwaukee Brewers,0
4239,2011-08-24,Philadelphia Phillies,4,New York Mets,7
4240,2011-08-24,St. Louis Cardinals,4,Los Angeles Dodgers,9
4241,2011-08-24,Colorado Rockies,7,Houston Astros,6
4242,2011-08-24,Washington Nationals,2,Arizona Diamondbacks,4
4243,2011-08-24,Texas Rangers,2,Boston Red Sox,13
4244,2011-08-24,New York Yankees,4,Oakland Athletics,6
4245,2011-08-24,Toronto Blue Jays,4,Kansas City Royals,3
4246,2011-08-24,Tampa Bay Rays,3,Detroit Tigers,2
4247,2011-08-24,Chicago Cubs,3,Atlanta Braves,2
4248,2011-08-24,Minnesota Twins,1,Baltimore Orioles,6
4249,2011-08-24,Los Angeles Angels,8,Chicago White Sox,0
4250,2011-08-24,San Francisco Giants,2,San Diego Padres,1
4251,2011-08-25,New York Yankees,22,Oakland Athletics,9
4252,2011-08-25,Tampa Bay Rays,0,Detroit Tigers,2
4253,2011-08-25,Minnesota Twins,1,Baltimore Orioles,6
4254,2011-08-25,Chicago Cubs,3,Atlanta Braves,8
4255,2011-08-25,Washington Nationals,1,Arizona Diamondbacks,8
4256,2011-08-25,Toronto Blue Jays,6,Kansas City Royals,9
4257,2011-08-25,Texas Rangers,0,Boston Red Sox,6
4258,2011-08-25,St. Louis Cardinals,8,Pittsburgh Pirates,4
4259,2011-08-25,San Francisco Giants,1,Houston Astros,3
4260,2011-08-26,Cleveland Guardians,2,Kansas City Royals,1
4261,2011-08-26,Philadelphia Phillies,5,,6
4262,2011-08-26,Baltimore Orioles,12,New York Yankees,5
4263,2011-08-26,Toronto Blue Jays,1,Tampa Bay Rays,6
4264,2011-08-26,Cincinnati Reds,4,Washington Nationals,3
4265,2011-08-26,Boston Red Sox,5,Oakland Athletics,15
4266,2011-08-26,New York Mets,6,Atlanta Braves,0
4267,2011-08-26,Texas Rangers,11,Los Angeles Angels,7
4268,2011-08-26,Minnesota Twins,1,Detroit Tigers,8
4269,2011-08-26,Milwaukee Brewers,5,Chicago Cubs,2
4270,2011-08-26,St. Louis Cardinals,5,Pittsburgh Pirates,4
4271,2011-08-26,Arizona Diamondbacks,5,San Diego Padres,0
4272,2011-08-26,Los Angeles Dodgers,6,Colorado Rockies,1
4273,2011-08-26,Seattle Mariners,2,Chicago White Sox,4
4274,2011-08-26,San Francisco Giants,2,Houston Astros,1
4275,2011-08-27,Boston Red Sox,9,Oakland Athletics,3
4276,2011-08-27,Boston Red Sox,4,Oakland Athletics,0
4277,2011-08-27,Toronto Blue Jays,5,Tampa Bay Rays,6
4278,2011-08-27,Los Angeles Dodgers,7,Colorado Rockies,6
4279,2011-08-27,St. Louis Cardinals,0,Pittsburgh Pirates,7
4280,2011-08-27,Minnesota Twins,4,Detroit Tigers,6
4281,2011-08-27,Cleveland Guardians,8,Kansas City Royals,7
4282,2011-08-27,Cincinnati Reds,6,Washington Nationals,3
4283,2011-08-27,Milwaukee Brewers,6,Chicago Cubs,4
4284,2011-08-27,Texas Rangers,4,Los Angeles Angels,8
4285,2011-08-27,Arizona Diamondbacks,3,San Diego Padres,1
4286,2011-08-27,San Francisco Giants,2,Houston Astros,1
4287,2011-08-27,Seattle Mariners,0,Chicago White Sox,3
4288,2011-08-28,Cleveland Guardians,1,Kansas City Royals,2
4289,2011-08-28,Toronto Blue Jays,0,Tampa Bay Rays,12
4290,2011-08-28,Cincinnati Reds,5,Washington Nationals,4
4291,2011-08-28,Baltimore Orioles,2,New York Yankees,0
4292,2011-08-28,Baltimore Orioles,3,New York Yankees,8
4293,2011-08-28,Minnesota Twins,11,Detroit Tigers,4
4294,2011-08-28,Milwaukee Brewers,3,Chicago Cubs,2
4295,2011-08-28,St. Louis Cardinals,7,Pittsburgh Pirates,4
4296,2011-08-28,San Francisco Giants,3,Houston Astros,4
4297,2011-08-28,Los Angeles Dodgers,6,Colorado Rockies,7
4298,2011-08-28,Arizona Diamondbacks,6,San Diego Padres,1
4299,2011-08-28,Seattle Mariners,3,Chicago White Sox,9
4300,2011-08-28,Texas Rangers,9,Los Angeles Angels,5
4301,2011-08-29,Detroit Tigers,2,Kansas City Royals,1
4302,2011-08-29,Cleveland Guardians,6,Oakland Athletics,2
4303,2011-08-29,Baltimore Orioles,6,Toronto Blue Jays,5
4304,2011-08-29,Cincinnati Reds,0,Philadelphia Phillies,9
4305,2011-08-29,Atlanta Braves,2,Washington Nationals,9
4306,2011-08-29,New York Mets,0,,6
4307,2011-08-29,Boston Red Sox,2,New York Yankees,5
4308,2011-08-29,Houston Astros,8,Pittsburgh Pirates,2
4309,2011-08-29,Texas Rangers,2,Tampa Bay Rays,0
4310,2011-08-29,Chicago White Sox,8,Minnesota Twins,6
4311,2011-08-29,Milwaukee Brewers,1,St. Louis Cardinals,2
4312,2011-08-29,Arizona Diamondbacks,9,Colorado Rockies,4
4313,2011-08-29,Los Angeles Dodgers,8,San Diego Padres,5
4314,2011-08-29,Seattle Mariners,6,Los Angeles Angels,13
4315,2011-08-29,San Francisco Giants,2,Chicago Cubs,5
4316,2011-08-30,Detroit Tigers,2,Kansas City Royals,1
4317,2011-08-30,Cleveland Guardians,6,Oakland Athletics,2
4318,2011-08-30,Baltimore Orioles,6,Toronto Blue Jays,5
4319,2011-08-30,Cincinnati Reds,0,Philadelphia Phillies,9
4320,2011-08-30,Atlanta Braves,2,Washington Nationals,9
4321,2011-08-30,New York Mets,0,,6
4322,2011-08-30,Boston Red Sox,2,New York Yankees,5
4323,2011-08-30,Houston Astros,8,Pittsburgh Pirates,2
4324,2011-08-30,Texas Rangers,2,Tampa Bay Rays,0
4325,2011-08-30,Chicago White Sox,8,Minnesota Twins,6
4326,2011-08-30,Milwaukee Brewers,1,St. Louis Cardinals,2
4327,2011-08-30,Arizona Diamondbacks,9,Colorado Rockies,4
4328,2011-08-30,Los Angeles Dodgers,8,San Diego Padres,5
4329,2011-08-30,Seattle Mariners,6,Los Angeles Angels,13
4330,2011-08-30,San Francisco Giants,2,Chicago Cubs,5
4331,2011-08-31,Detroit Tigers,5,Kansas City Royals,4
4332,2011-08-31,Chicago White Sox,6,Minnesota Twins,7
4333,2011-08-31,Los Angeles Dodgers,4,San Diego Padres,2
4334,2011-08-31,San Francisco Giants,4,Chicago Cubs,0
4335,2011-08-31,Cleveland Guardians,4,Oakland Athletics,3
4336,2011-08-31,Baltimore Orioles,0,Toronto Blue Jays,13
4337,2011-08-31,Cincinnati Reds,0,Philadelphia Phillies,3
4338,2011-08-31,Atlanta Braves,3,Washington Nationals,1
4339,2011-08-31,New York Mets,3,,2
4340,2011-08-31,Boston Red Sox,9,New York Yankees,5
4341,2011-08-31,Houston Astros,2,Pittsburgh Pirates,0
4342,2011-08-31,Texas Rangers,1,Tampa Bay Rays,4
4343,2011-08-31,Milwaukee Brewers,3,St. Louis Cardinals,8
4344,2011-08-31,Arizona Diamondbacks,4,Colorado Rockies,2
4345,2011-08-31,Seattle Mariners,2,Los Angeles Angels,1
4346,2011-09-01,Cleveland Guardians,0,Oakland Athletics,7
4347,2011-09-01,Baltimore Orioles,6,Toronto Blue Jays,8
4348,2011-09-01,Cincinnati Reds,4,Philadelphia Phillies,6
4349,2011-09-01,Detroit Tigers,8,Kansas City Royals,11
4350,2011-09-01,Pittsburgh Pirates,4,Los Angeles Dodgers,6
4351,2011-09-01,Milwaukee Brewers,4,St. Louis Cardinals,8
4352,2011-09-01,Atlanta Braves,5,Washington Nationals,2
4353,2011-09-01,New York Mets,7,,5
4354,2011-09-01,Boston Red Sox,2,New York Yankees,4
4355,2011-09-01,Texas Rangers,7,Tampa Bay Rays,2
4356,2011-09-01,Seattle Mariners,3,Los Angeles Angels,4
4357,2011-09-02,Chicago Cubs,1,Pittsburgh Pirates,3
4358,2011-09-02,Washington Nationals,3,New York Mets,7
4359,2011-09-02,Detroit Tigers,8,Chicago White Sox,1
4360,2011-09-02,New York Yankees,3,Toronto Blue Jays,2
4361,2011-09-02,Tampa Bay Rays,2,Baltimore Orioles,3
4362,2011-09-02,Boston Red Sox,0,Texas Rangers,10
4363,2011-09-02,Atlanta Braves,6,Los Angeles Dodgers,8
4364,2011-09-02,Houston Astros,2,Milwaukee Brewers,8
4365,2011-09-02,Kansas City Royals,4,Cleveland Guardians,5
4366,2011-09-02,St. Louis Cardinals,8,Cincinnati Reds,11
4367,2011-09-02,San Diego Padres,0,Colorado Rockies,3
4368,2011-09-02,Oakland Athletics,9,Seattle Mariners,2
4369,2011-09-02,Los Angeles Angels,5,Minnesota Twins,13
4370,2011-09-02,San Francisco Giants,6,Arizona Diamondbacks,2
4371,2011-09-03,Chicago Cubs,5,Pittsburgh Pirates,7
4372,2011-09-03,New York Yankees,6,Toronto Blue Jays,4
4373,2011-09-03,Oakland Athletics,3,Seattle Mariners,0
4374,2011-09-03,St. Louis Cardinals,6,Cincinnati Reds,4
4375,2011-09-03,Boston Red Sox,12,Texas Rangers,7
4376,2011-09-03,Detroit Tigers,9,Chicago White Sox,8
4377,2011-09-03,Tampa Bay Rays,6,Baltimore Orioles,3
4378,2011-09-03,Washington Nationals,8,New York Mets,7
4379,2011-09-03,Houston Astros,2,Milwaukee Brewers,8
4380,2011-09-03,Kansas City Royals,5,Cleveland Guardians,1
4381,2011-09-03,Atlanta Braves,1,Los Angeles Dodgers,2
4382,2011-09-03,San Diego Padres,4,Colorado Rockies,5
4383,2011-09-03,San Francisco Giants,2,Arizona Diamondbacks,7
4384,2011-09-03,Los Angeles Angels,10,Minnesota Twins,6
4385,2011-09-04,New York Yankees,9,Toronto Blue Jays,3
4386,2011-09-04,Washington Nationals,3,New York Mets,6
4387,2011-09-04,Boston Red Sox,4,Texas Rangers,11
4388,2011-09-04,Atlanta Braves,4,Los Angeles Dodgers,3
4389,2011-09-04,Tampa Bay Rays,8,Baltimore Orioles,1
4390,2011-09-04,Houston Astros,0,Milwaukee Brewers,4
4391,2011-09-04,Kansas City Royals,6,Cleveland Guardians,9
4392,2011-09-04,St. Louis Cardinals,2,Cincinnati Reds,3
4393,2011-09-04,Chicago Cubs,6,Pittsburgh Pirates,3
4394,2011-09-04,Los Angeles Angels,4,Minnesota Twins,1
4395,2011-09-04,San Diego Padres,7,Colorado Rockies,2
4396,2011-09-04,Oakland Athletics,8,Seattle Mariners,5
4397,2011-09-04,San Francisco Giants,1,Arizona Diamondbacks,4
4398,2011-09-04,Detroit Tigers,18,Chicago White Sox,2
4399,2011-09-05,Cleveland Guardians,2,Detroit Tigers,4
4400,2011-09-05,Washington Nationals,7,Los Angeles Dodgers,2
4401,2011-09-05,New York Yankees,11,Baltimore Orioles,10
4402,2011-09-05,Toronto Blue Jays,1,Boston Red Sox,0
4403,2011-09-05,Tampa Bay Rays,5,Texas Rangers,1
4404,2011-09-05,Pittsburgh Pirates,3,Houston Astros,1
4405,2011-09-05,Minnesota Twins,1,Chicago White Sox,2
4406,2011-09-05,Minnesota Twins,0,Chicago White Sox,4
4407,2011-09-05,Chicago Cubs,4,Cincinnati Reds,3
4408,2011-09-05,Colorado Rockies,7,Arizona Diamondbacks,10
4409,2011-09-05,Oakland Athletics,6,Kansas City Royals,11
4410,2011-09-05,San Diego Padres,2,San Francisco Giants,7
4411,2011-09-05,St. Louis Cardinals,1,Milwaukee Brewers,4
4412,2011-09-05,Philadelphia Phillies,9,Atlanta Braves,0
4413,2011-09-05,Los Angeles Angels,7,Seattle Mariners,3
4414,2011-09-06,Cleveland Guardians,1,Detroit Tigers,10
4415,2011-09-06,Washington Nationals,3,Los Angeles Dodgers,7
4416,2011-09-06,Pittsburgh Pirates,1,Houston Astros,4
4417,2011-09-06,Philadelphia Phillies,6,Atlanta Braves,3
4418,2011-09-06,New York Yankees,5,Baltimore Orioles,3
4419,2011-09-06,Toronto Blue Jays,0,Boston Red Sox,14
4420,2011-09-06,Tampa Bay Rays,0,Texas Rangers,8
4421,2011-09-06,Chicago Cubs,2,Cincinnati Reds,4
4422,2011-09-06,Minnesota Twins,0,Chicago White Sox,3
4423,2011-09-06,St. Louis Cardinals,4,Milwaukee Brewers,2
4424,2011-09-06,Colorado Rockies,8,Arizona Diamondbacks,3
4425,2011-09-06,Oakland Athletics,4,Kansas City Royals,7
4426,2011-09-06,Los Angeles Angels,1,Seattle Mariners,2
4427,2011-09-06,San Diego Padres,4,San Francisco Giants,6
4428,2011-09-07,Cleveland Guardians,6,Detroit Tigers,8
4429,2011-09-07,New York Yankees,4,Baltimore Orioles,5
4430,2011-09-07,Tampa Bay Rays,5,Texas Rangers,4
4431,2011-09-07,Oakland Athletics,7,Kansas City Royals,0
4432,2011-09-07,San Diego Padres,3,San Francisco Giants,1
4433,2011-09-07,Pittsburgh Pirates,5,Houston Astros,4
4434,2011-09-07,Philadelphia Phillies,3,Atlanta Braves,2
4435,2011-09-07,Toronto Blue Jays,11,Boston Red Sox,10
4436,2011-09-07,Chicago Cubs,6,Cincinnati Reds,3
4437,2011-09-07,Minnesota Twins,5,Chicago White Sox,4
4438,2011-09-07,St. Louis Cardinals,2,Milwaukee Brewers,0
4439,2011-09-07,Colorado Rockies,3,Arizona Diamondbacks,5
4440,2011-09-07,Los Angeles Angels,3,Seattle Mariners,1
4441,2011-09-08,Washington Nationals,4,Los Angeles Dodgers,7
4442,2011-09-08,Baltimore Orioles,5,New York Yankees,4
4443,2011-09-08,New York Mets,5,Atlanta Braves,6
4444,2011-09-08,New York Mets,1,Atlanta Braves,5
4445,2011-09-08,Toronto Blue Jays,7,Boston Red Sox,4
4446,2011-09-08,Chicago White Sox,8,Cleveland Guardians,1
4447,2011-09-08,Milwaukee Brewers,2,Philadelphia Phillies,7
4448,2011-09-08,Arizona Diamondbacks,4,San Diego Padres,1
4449,2011-09-08,Seattle Mariners,4,Kansas City Royals,1
4450,2011-09-09,Washington Nationals,4,Houston Astros,3
4451,2011-09-09,Detroit Tigers,8,Minnesota Twins,4
4452,2011-09-09,Pittsburgh Pirates,4,,13
4453,2011-09-09,Toronto Blue Jays,0,Baltimore Orioles,2
4454,2011-09-09,New York Mets,5,Chicago Cubs,4
4455,2011-09-09,Tampa Bay Rays,7,Boston Red Sox,2
4456,2011-09-09,Texas Rangers,13,Oakland Athletics,4
4457,2011-09-09,Chicago White Sox,4,Cleveland Guardians,8
4458,2011-09-09,Milwaukee Brewers,3,Philadelphia Phillies,5
4459,2011-09-09,St. Louis Cardinals,4,Atlanta Braves,3
4460,2011-09-09,Colorado Rockies,1,Cincinnati Reds,4
4461,2011-09-09,Arizona Diamondbacks,3,San Diego Padres,2
4462,2011-09-09,Los Angeles Angels,2,New York Yankees,1
4463,2011-09-09,Seattle Mariners,7,Kansas City Royals,3
4464,2011-09-09,San Francisco Giants,1,Los Angeles Dodgers,2
4465,2011-09-10,Toronto Blue Jays,5,Baltimore Orioles,4
4466,2011-09-10,New York Mets,4,Chicago Cubs,5
4467,2011-09-10,Colorado Rockies,12,Cincinnati Reds,7
4468,2011-09-10,Texas Rangers,7,Oakland Athletics,8
4469,2011-09-10,Detroit Tigers,3,Minnesota Twins,2
4470,2011-09-10,Chicago White Sox,7,Cleveland Guardians,3
4471,2011-09-10,Washington Nationals,3,Houston Astros,9
4472,2011-09-10,Pittsburgh Pirates,0,,3
4473,2011-09-10,Tampa Bay Rays,6,Boston Red Sox,5
4474,2011-09-10,Milwaukee Brewers,2,Philadelphia Phillies,3
4475,2011-09-10,St. Louis Cardinals,4,Atlanta Braves,3
4476,2011-09-10,Arizona Diamondbacks,6,San Diego Padres,5
4477,2011-09-10,San Francisco Giants,0,Los Angeles Dodgers,3
4478,2011-09-10,Los Angeles Angels,6,New York Yankees,0
4479,2011-09-10,Seattle Mariners,2,Kansas City Royals,4
4480,2011-09-11,Detroit Tigers,2,Minnesota Twins,1
4481,2011-09-11,Toronto Blue Jays,6,Baltimore Orioles,5
4482,2011-09-11,Washington Nationals,8,Houston Astros,2
4483,2011-09-11,Pittsburgh Pirates,1,,4
4484,2011-09-11,Tampa Bay Rays,9,Boston Red Sox,1
4485,2011-09-11,Chicago White Sox,3,Cleveland Guardians,7
4486,2011-09-11,Milwaukee Brewers,3,Philadelphia Phillies,2
4487,2011-09-11,St. Louis Cardinals,6,Atlanta Braves,3
4488,2011-09-11,Texas Rangers,8,Oakland Athletics,1
4489,2011-09-11,Colorado Rockies,4,Cincinnati Reds,1
4490,2011-09-11,Los Angeles Angels,5,New York Yankees,6
4491,2011-09-11,San Francisco Giants,8,Los Angeles Dodgers,1
4492,2011-09-11,Arizona Diamondbacks,6,San Diego Padres,7
4493,2011-09-11,Seattle Mariners,1,Kansas City Royals,2
4494,2011-09-11,New York Mets,6,Chicago Cubs,10
4495,2011-09-12,Pittsburgh Pirates,6,St. Louis Cardinals,5
4496,2011-09-12,Baltimore Orioles,2,Tampa Bay Rays,5
4497,2011-09-12,Cincinnati Reds,8,Chicago Cubs,12
4498,2011-09-12,New York Mets,2,Washington Nationals,3
4499,2011-09-12,Atlanta Braves,4,,5
4500,2011-09-12,Houston Astros,5,Philadelphia Phillies,1
4501,2011-09-12,Chicago White Sox,4,Detroit Tigers,14
4502,2011-09-12,Oakland Athletics,6,Los Angeles Angels,3
4503,2011-09-12,Los Angeles Dodgers,2,Arizona Diamondbacks,7
4504,2011-09-12,Seattle Mariners,3,New York Yankees,9
4505,2011-09-12,San Francisco Giants,8,San Diego Padres,3
4506,2011-09-13,Pittsburgh Pirates,4,St. Louis Cardinals,6
4507,2011-09-13,Baltimore Orioles,4,Tampa Bay Rays,2
4508,2011-09-13,Cincinnati Reds,2,Chicago Cubs,1
4509,2011-09-13,New York Mets,2,Washington Nationals,3
4510,2011-09-13,Boston Red Sox,18,Toronto Blue Jays,6
4511,2011-09-13,Atlanta Braves,7,,1
4512,2011-09-13,Texas Rangers,10,Cleveland Guardians,4
4513,2011-09-13,Houston Astros,5,Philadelphia Phillies,2
4514,2011-09-13,Kansas City Royals,4,Minnesota Twins,0
4515,2011-09-13,Chicago White Sox,0,Detroit Tigers,5
4516,2011-09-13,Milwaukee Brewers,2,Colorado Rockies,1
4517,2011-09-13,Oakland Athletics,3,Los Angeles Angels,6
4518,2011-09-13,Los Angeles Dodgers,4,Arizona Diamondbacks,5
4519,2011-09-13,Seattle Mariners,2,New York Yankees,3
4520,2011-09-13,San Francisco Giants,3,San Diego Padres,2
4521,2011-09-14,New York Mets,1,Washington Nationals,10
4522,2011-09-14,Philadelphia Phillies,3,,1
4523,2011-09-14,Philadelphia Phillies,2,,1
4524,2011-09-14,Cincinnati Reds,8,Chicago Cubs,6
4525,2011-09-14,Boston Red Sox,2,Tampa Bay Rays,9
4526,2011-09-14,Texas Rangers,7,Cleveland Guardians,4
4527,2011-09-14,Kansas City Royals,7,Chicago White Sox,2
4528,2011-09-14,Colorado Rockies,5,San Francisco Giants,8
4529,2011-09-14,Oakland Athletics,6,Detroit Tigers,1
4530,2011-09-14,Los Angeles Dodgers,2,Pittsburgh Pirates,6
4531,2011-09-15,New York Mets,1,Washington Nationals,10
4532,2011-09-15,Philadelphia Phillies,3,,1
4533,2011-09-15,Philadelphia Phillies,2,,1
4534,2011-09-15,Cincinnati Reds,8,Chicago Cubs,6
4535,2011-09-15,Boston Red Sox,2,Tampa Bay Rays,9
4536,2011-09-15,Texas Rangers,7,Cleveland Guardians,4
4537,2011-09-15,Kansas City Royals,7,Chicago White Sox,2
4538,2011-09-15,Colorado Rockies,5,San Francisco Giants,8
4539,2011-09-15,Oakland Athletics,6,Detroit Tigers,1
4540,2011-09-15,Los Angeles Dodgers,2,Pittsburgh Pirates,6
4541,2011-09-16,Chicago Cubs,4,Houston Astros,3
4542,2011-09-16,Baltimore Orioles,8,Los Angeles Angels,3
4543,2011-09-16,Philadelphia Phillies,2,St. Louis Cardinals,4
4544,2011-09-16,Washington Nationals,0,,3
4545,2011-09-16,Toronto Blue Jays,5,New York Yankees,4
4546,2011-09-16,Boston Red Sox,4,Tampa Bay Rays,3
4547,2011-09-16,Cincinnati Reds,3,Milwaukee Brewers,6
4548,2011-09-16,Atlanta Braves,2,New York Mets,12
4549,2011-09-16,Colorado Rockies,1,San Francisco Giants,9
4550,2011-09-16,Minnesota Twins,6,Cleveland Guardians,7
4551,2011-09-16,Kansas City Royals,7,Chicago White Sox,6
4552,2011-09-16,Oakland Athletics,1,Detroit Tigers,3
4553,2011-09-16,San Diego Padres,2,Arizona Diamondbacks,0
4554,2011-09-16,Los Angeles Dodgers,7,Pittsburgh Pirates,2
4555,2011-09-16,Seattle Mariners,4,Texas Rangers,0
4556,2011-09-17,Chicago Cubs,2,Houston Astros,1
4557,2011-09-17,Toronto Blue Jays,6,New York Yankees,7
4558,2011-09-17,Minnesota Twins,4,Cleveland Guardians,10
4559,2011-09-17,Oakland Athletics,5,Detroit Tigers,3
4560,2011-09-17,Boston Red Sox,3,Tampa Bay Rays,4
4561,2011-09-17,Atlanta Braves,1,New York Mets,0
4562,2011-09-17,Baltimore Orioles,6,Los Angeles Angels,2
4563,2011-09-17,Philadelphia Phillies,9,St. Louis Cardinals,2
4564,2011-09-17,Washington Nationals,1,,4
4565,2011-09-17,Seattle Mariners,6,Texas Rangers,7
4566,2011-09-17,Kansas City Royals,10,Chicago White Sox,3
4567,2011-09-17,Cincinnati Reds,1,Milwaukee Brewers,10
4568,2011-09-17,Colorado Rockies,5,San Francisco Giants,6
4569,2011-09-17,San Diego Padres,3,Arizona Diamondbacks,1
4570,2011-09-17,Los Angeles Dodgers,6,Pittsburgh Pirates,1
4571,2011-09-18,Toronto Blue Jays,3,New York Yankees,0
4572,2011-09-18,Cincinnati Reds,1,Milwaukee Brewers,8
4573,2011-09-18,Baltimore Orioles,2,Los Angeles Angels,11
4574,2011-09-18,Boston Red Sox,5,Tampa Bay Rays,8
4575,2011-09-18,Atlanta Braves,5,New York Mets,7
4576,2011-09-18,Washington Nationals,4,,3
4577,2011-09-18,Minnesota Twins,5,Cleveland Guardians,6
4578,2011-09-18,Kansas City Royals,5,Chicago White Sox,10
4579,2011-09-18,Chicago Cubs,2,Houston Astros,3
4580,2011-09-18,Colorado Rockies,5,San Francisco Giants,12
4581,2011-09-18,Oakland Athletics,0,Detroit Tigers,3
4582,2011-09-18,San Diego Padres,1,Arizona Diamondbacks,5
4583,2011-09-18,Los Angeles Dodgers,15,Pittsburgh Pirates,1
4584,2011-09-18,Seattle Mariners,0,Texas Rangers,3
4585,2011-09-18,Philadelphia Phillies,0,St. Louis Cardinals,5
4586,2011-09-19,Boston Red Sox,5,Baltimore Orioles,6
4587,2011-09-19,Boston Red Sox,18,Baltimore Orioles,9
4588,2011-09-19,New York Yankees,6,Minnesota Twins,4
4589,2011-09-19,Cleveland Guardians,6,Seattle Mariners,12
4590,2011-09-19,Philadelphia Phillies,3,St. Louis Cardinals,4
4591,2011-09-19,Toronto Blue Jays,3,Los Angeles Angels,2
4592,2011-09-19,Cincinnati Reds,2,Houston Astros,3
4593,2011-09-19,Chicago Cubs,5,Milwaukee Brewers,2
4594,2011-09-19,Colorado Rockies,2,San Diego Padres,8
4595,2011-09-19,Arizona Diamondbacks,1,Pittsburgh Pirates,0
4596,2011-09-20,Philadelphia Phillies,3,Washington Nationals,4
4597,2011-09-20,Philadelphia Phillies,0,Washington Nationals,3
4598,2011-09-20,Cleveland Guardians,4,Chicago White Sox,3
4599,2011-09-20,Cleveland Guardians,4,Chicago White Sox,5
4600,2011-09-20,New York Yankees,5,Tampa Bay Rays,0
4601,2011-09-20,Toronto Blue Jays,6,Los Angeles Angels,10
4602,2011-09-20,Boston Red Sox,5,Baltimore Orioles,7
4603,2011-09-20,Cincinnati Reds,6,Houston Astros,4
4604,2011-09-20,Chicago Cubs,1,Milwaukee Brewers,5
4605,2011-09-20,Kansas City Royals,10,Detroit Tigers,2
4606,2011-09-20,Minnesota Twins,4,Seattle Mariners,5
4607,2011-09-20,St. Louis Cardinals,11,New York Mets,6
4608,2011-09-20,Colorado Rockies,1,San Diego Padres,2
